cis_id,cis_control,d3fend_id,d3fend_tactic,d3fend_technique,attack_id
4.6.8.2,CIS 4.6.8.2 (L2) Ensure 'Turn on Responder (RSPNDR) driver' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.6.17.1,CIS 4.6.17.1 (L2) Ensure 'Configuration of wireless settings using Windows Connect Now' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.6.17.2,CIS 4.6.17.2 (L2) Ensure 'Prohibit access of the Windows Connect Now wizards' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.20.1.1,CIS 4.10.20.1.1 (L2) Ensure 'Turn off access to the Store' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.20.1.3,CIS 4.10.20.1.3 (L2) Ensure 'Turn off Help Experience Improvement Program (User)' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.20.1.4,CIS 4.10.20.1.4 (L2) Ensure 'Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com' is set to 'Enabled' (Automated),D3-NI,Isolate,Network Isolation,T1563
4.10.20.1.6,CIS 4.10.20.1.6 (L2) Ensure 'Turn off printing over HTTP' is set to 'Enabled' (Automated),D3-NI,Isolate,Network Isolation,T1563
4.10.20.1.7,CIS 4.10.20.1.7 (L2) Ensure 'Turn off Registration if URL connection is referring to Microsoft.com' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.20.1.8,CIS 4.10.20.1.8 (L2) Ensure 'Turn off Search Companion content file updates' is set to 'Enabled' (Automated),D3-PM,Harden,Patch Management,T1072
4.10.20.1.9,"CIS 4.10.20.1.9 (L2) Ensure 'Turn off the ""Order Prints"" picture task' is set to 'Enabled' (Automated)",D3-SCA,Harden,System Configuration,T1546
4.10.20.1.10,"CIS 4.10.20.1.10 (L2) Ensure 'Turn off the ""Publish to Web"" task for files and folders' is set to 'Enabled' (Automated)",D3-SCA,Harden,System Configuration,T1546
4.10.20.1.11,CIS 4.10.20.1.11 (L2) Ensure 'Turn off the Windows Messenger Customer Experience Improvement Program' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.20.1.12,CIS 4.10.20.1.12 (L2) Ensure 'Turn off Windows Customer Experience Improvement Program' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.20.1.13,CIS 4.10.20.1.13 (L2) Ensure 'Turn off Windows Error Reporting' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.23.1,CIS 4.10.23.1 (L2) Ensure 'Support device authentication using certificate' is set to 'Enabled: Automatic' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
4.10.25.1,CIS 4.10.25.1 (L2) Ensure 'Disallow copying of user input methods to the system account for sign-in' is set to 'Enabled' (Automated),D3-LAM,Access Control,Account Management,T1078
4.10.40.5.1,CIS 4.10.40.5.1 (L2) Ensure 'Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.3.2,CIS 4.11.3.2 (L2) Ensure 'Block launching Universal Windows apps with Windows Runtime API access from hosted content.' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.28.3.2,CIS 4.11.28.3.2 (L2) Ensure 'Join Microsoft MAPS' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.28.10.1,CIS 4.11.28.10.1 (L2) Ensure 'Configure Watson events' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.35.1,CIS 4.11.35.1 (L2) Ensure 'Turn off Push To Install service' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.36.4.2.1,CIS 4.11.36.4.2.1 (L2) Ensure 'Allow users to connect remotely by using Remote Desktop Services' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.36.4.3.1,CIS 4.11.36.4.3.1 (L2) Ensure 'Do not allow COM port redirection' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.36.4.3.3,CIS 4.11.36.4.3.3 (L2) Ensure 'Do not allow LPT port redirection' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.36.4.3.4,CIS 4.11.36.4.3.4 (L2) Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.36.4.3.5,CIS 4.11.36.4.3.5 (L2) Ensure 'Restrict clipboard transfer from server to client' is set to 'Enabled: Disable clipboard transfers from server to client' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.36.4.10.1,"CIS 4.11.36.4.10.1 (L2) Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)' (Automated)",D3-SCA,Harden,System Configuration,T1546
4.11.36.4.10.2,CIS 4.11.36.4.10.2 (L2) Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.42.2,CIS 4.11.42.2 (L2) Ensure 'Turn off the Store application' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.49.1,CIS 4.11.49.1 (L2) Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.52.2.1,CIS 4.11.52.2.1 (L2) Ensure 'Prevent Codec Download (User)' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.54.1,CIS 4.11.54.1 (L2) Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled' (Automated),D3-LME,Detect,Log Management,T1005
4.11.54.2,CIS 4.11.54.2 (L2) Ensure 'Turn on PowerShell Transcription' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.55.2.2,CIS 4.11.55.2.2 (L2) Ensure 'Allow remote server management through WinRM' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.56.1,CIS 4.11.56.1 (L2) Ensure 'Allow Remote Shell Access' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
12.1,CIS 12.1 (L2) Ensure 'Allow Camera' is set to 'Not allowed' (Automated),D3-SCA,Harden,System Configuration,T1546
22.24,CIS 22.24 (L2) Ensure 'Enable Convert Warn To Block' is set to 'Warn verdicts are converted to block' (Automated),D3-SCA,Harden,System Configuration,T1546
22.25,CIS 22.25 (L2) Ensure 'Enable File Hash Computation' is set to 'Enable' (Automated),D3-SCA,Harden,System Configuration,T1546
22.31,CIS 22.31 (L2) Ensure 'Remote Encryption Protection Aggressiveness' is set to 'Medium' or higher (Automated),D3-FKA,Access Control,File Encryption,T1213
34.3,CIS 34.3 (L2) Ensure 'Allow Windows Spotlight (User)' is set to 'Block' (Automated),D3-SCA,Harden,System Configuration,T1546
47.1,CIS 47.1 (L2) Ensure 'Disallow KMS Client Online AVS Validation' is set to 'Allow' (Automated),D3-SCA,Harden,System Configuration,T1546
49.5,CIS 49.5 (L2) Ensure 'Devices: Prevent users from installing printer drivers when connecting to shared printers' is set to 'Enable' (Automated),D3-SCA,Harden,System Configuration,T1546
54.1,CIS 54.1 (L2) Ensure 'Allow Message Sync' is set to 'message sync is not allowed and cannot be changed by the user.' (Automated),D3-SCA,Harden,System Configuration,T1546
55.3,CIS 55.3 (L2) Ensure 'Allow Shared User App Data' is set to 'Block' (Automated),D3-SCA,Harden,System Configuration,T1546
55.5,CIS 55.5 (L2) Ensure 'Disable Store Originated Apps' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
61.1,CIS 61.1 (L2) Ensure 'Disallow Cloud Notification' is set to 'Allow' (Automated),D3-SCA,Harden,System Configuration,T1546
68.1,CIS 68.1 (L2) Ensure 'Allow Cross Device Clipboard' is set to 'Block' (Automated),D3-SCA,Harden,System Configuration,T1546
68.3,CIS 68.3 (L2) Ensure 'Disable Advertising ID' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
68.5,CIS 68.5 (L2) Ensure 'Upload User Activities' is set to 'Disabled' (Automated),D3-DL Prevention,Isolate,Data Loss Prevention,T1565
72.1,CIS 72.1 (L2) Ensure 'Allow Cloud Search' is set to 'Not allowed' (Automated),D3-SCA,Harden,System Configuration,T1546
72.4,CIS 72.4 (L2) Ensure 'Allow search highlights' is set to '0' (Automated),D3-SCA,Harden,System Configuration,T1546
74.1,CIS 74.1 (L2) Ensure 'Allow Online Tips' is set to 'Block' (Automated),D3-SCA,Harden,System Configuration,T1546
80.1,CIS 80.1 (L2) Ensure 'Allow Font Providers' is set to 'Not allowed' (Automated),D3-SCA,Harden,System Configuration,T1546
80.2,CIS 80.2 (L2) Ensure 'Allow Location' is set to 'Force Location Off...' (Automated),D3-DL Prevention,Isolate,Data Loss Prevention,T1565
80.4,CIS 80.4 (L2) Ensure 'Disable Enterprise Auth Proxy' is set to 'Enable' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
80.5,CIS 80.5 (L2) Ensure 'Disable One Drive File Sync' is set to 'Sync Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.1,CIS 81.1 (L2) Ensure 'Bluetooth Audio Gateway Service (BTAGService)' is set to 'Disabled' (Automated),D3-NI,Isolate,Network Isolation,T1563
81.2,CIS 81.2 (L2) Ensure 'Bluetooth Support Service (bthserv)' is set to 'Disabled' (Automated),D3-NI,Isolate,Network Isolation,T1563
81.4,CIS 81.4 (L2) Ensure 'Downloaded Maps Manager (MapsBroker)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.5,CIS 81.5 (L2) Ensure 'GameInput Service (GameInputSvc)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.6,CIS 81.6 (L2) Ensure 'Geolocation Service (lfsvc)' is set to 'Disabled' (Automated),D3-DL Prevention,Isolate,Data Loss Prevention,T1565
81.9,CIS 81.9 (L2) Ensure 'Link-Layer Topology Discovery Mapper (lltdsvc)' is set to 'Disabled' (Automated),D3-LME,Detect,Log Management,T1005
81.12,CIS 81.12 (L2) Ensure 'Microsoft iSCSI Initiator Service (MSiSCSI)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.14,CIS 81.14 (L2) Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.15,CIS 81.15 (L2) Ensure 'Problem Reports and Solutions Control Panel Support (wercplsupport)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.16,CIS 81.16 (L2) Ensure 'Remote Access Auto Connection Manager (RasAuto)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.17,CIS 81.17 (L2) Ensure 'Remote Desktop Configuration (SessionEnv)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.18,CIS 81.18 (L2) Ensure 'Remote Desktop Services (TermService)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.19,CIS 81.19 (L2) Ensure 'Remote Desktop Services UserMode Port Redirector (UmRdpService)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.21,CIS 81.21 (L2) Ensure 'Remote Registry (RemoteRegistry)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.23,CIS 81.23 (L2) Ensure 'Server (LanmanServer)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.25,CIS 81.25 (L2) Ensure 'SNMP Service (SNMP)' is set to 'Disabled' or 'Not Installed' (Automated),D3-SCA,Harden,System Configuration,T1546
81.30,CIS 81.30 (L2) Ensure 'Windows Error Reporting Service (WerSvc)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.31,CIS 81.31 (L2) Ensure 'Windows Event Collector (Wecsvc)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.34,CIS 81.34 (L2) Ensure 'Windows Push Notifications System Service (WpnService)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.35,CIS 81.35 (L2) Ensure 'Windows PushToInstall Service (PushToInstall)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.36,CIS 81.36 (L2) Ensure 'Windows Remote Management (WS- Management) (WinRM)' is set to 'Disabled' (Automated),D3-SCA,Harden,System Configuration,T1546
81.37,CIS 81.37 (L2) Ensure 'WinHTTP Web Proxy Auto-Discovery Service (WinHttpAutoProxySvc)' is set to 'Disabled' (Automated),D3-NI,Isolate,Network Isolation,T1563
89.24,CIS 89.24 (L2) Ensure 'Log On As Batch Job' is set to 'Administrators' (Automated),D3-LME,Detect,Log Management,T1005
98.1,CIS 98.1 (L2) Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Block' (Automated),D3-SCA,Harden,System Configuration,T1546
28.1,CIS 28.1 (BL) Ensure 'Device Enumeration Policy' is set to 'Block all (most restrictive)' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.9.1.1,CIS 4.10.9.1.1 (BL) Ensure 'Prevent installation of devices using drivers that match these device setup classes' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.10.9.1.2,CIS 4.10.9.1.2 (BL) Ensure 'Prevent installation of devices using drivers that match these device setup classes: Also apply to matching devices that are already installed.' is set to 'True' (checked) (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.7.1.1,CIS 4.11.7.1.1 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.7.1.2,CIS 4.11.7.1.2 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Recovery Key' is set to 'Enabled: Allow 256-bit recovery key' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.1.3,CIS 4.11.7.1.3 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Recovery Password' is set to 'Enabled: Allow 48-digit recovery password' (Automated),D3-PWD,Access Control,Password Policies,T1201
4.11.7.1.4,CIS 4.11.7.1.4 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Allow data recovery agent' is set to 'Enabled: True' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.1.5,CIS 4.11.7.1.5 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Configure storage of BitLocker recovery information to AD DS' is set to 'Enabled: Backup recovery passwords and key packages' (Automated),D3-PWD,Access Control,Password Policies,T1201
4.11.7.1.6,CIS 4.11.7.1.6 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives' is set to 'Enabled: False' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.1.7,CIS 4.11.7.1.7 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.1.8,CIS 4.11.7.1.8 (BL) Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Save BitLocker recovery information to AD DS for fixed data drives' is set to 'Enabled: False' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.2.1,CIS 4.11.7.2.1 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.7.2.2,CIS 4.11.7.2.2 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Recovery Key' is set to 'Enabled: Do not allow 256-bit recovery key' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.2.3,CIS 4.11.7.2.3 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Recovery Password' is set to 'Enabled: Require 48-digit recovery password' (Automated),D3-PWD,Access Control,Password Policies,T1201
4.11.7.2.4,CIS 4.11.7.2.4 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Allow data recovery agent' is set to 'Enabled: False' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.2.5,CIS 4.11.7.2.5 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Configure storage of BitLocker recovery information to AD DS:' is set to 'Enabled: Store recovery passwords and key packages' (Automated),D3-PWD,Access Control,Password Policies,T1201
4.11.7.2.6,CIS 4.11.7.2.6 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for operating system drives' is set to 'Enabled: True' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.2.7,CIS 4.11.7.2.7 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.2.8,CIS 4.11.7.2.8 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Save BitLocker recovery information to AD DS for operating system drives' is set to 'Enabled: True' (Automated),D3-DBK,Recover,Data Backup,T1534
4.11.7.2.10,CIS 4.11.7.2.10 (BL) Ensure 'Require additional authentication at startup: Configure TPM startup key and PIN:' is set to 'Enabled: Do not allow startup key and PIN with TPM' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
4.11.7.2.11,CIS 4.11.7.2.11 (BL) Ensure 'Require additional authentication at startup: Configure TPM startup key:' is set to 'Enabled: Do not allow startup key with TPM' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
4.11.7.2.12,CIS 4.11.7.2.12 (BL) Ensure 'Require additional authentication at startup: Configure TPM startup PIN:' is set to 'Enabled: Require startup PIN with TPM' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
4.11.7.2.13,CIS 4.11.7.2.13 (BL) Ensure 'Require additional authentication at startup: Configure TPM startup:' is set to 'Enabled: Do not allow TPM' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
4.11.7.2.14,CIS 4.11.7.2.14 (BL) Ensure 'Enforce drive encryption type on operating system drives: Select the encryption type: (device)' is set to 'Enabled: Used Space Only encryption' or 'Enabled: Full encryption' (Automated),D3-FKA,Access Control,File Encryption,T1213
4.11.7.3.1,CIS 4.11.7.3.1 (BL) Ensure 'Deny write access to removable drives not protected by BitLocker' is set to 'Enabled' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.7.3.2,CIS 4.11.7.3.2 (BL) Ensure 'Deny write access to removable drives not protected by BitLocker: Do not allow write access to devices configured in another organization' is set to 'Enabled: False' (Automated),D3-SCA,Harden,System Configuration,T1546
4.11.7.4,CIS 4.11.7.4 (BL) Ensure 'Choose drive encryption method and cipher strength (Windows 10,D3-PWD,Access Control,Password Policies,T1201
4.11.7.5,CIS 4.11.7.5 (BL) Ensure 'Choose drive encryption method and cipher strength (Windows 10,D3-PWD,Access Control,Password Policies,T1201
4.11.7.6,CIS 4.11.7.6 (BL) Ensure 'Choose drive encryption method and cipher strength (Windows 10,D3-PWD,Access Control,Password Policies,T1201
8.3,CIS 8.3 (BL) Ensure 'Allow Warning For Other Disk Encryption: Allow Standard User Encryption' is set to 'Enabled' (Automated),D3-FKA,Access Control,File Encryption,T1213
4.11.7.2.9,CIS 4.11.7.2.9 (BL) Ensure 'Require additional authentication at startup' is set to 'Enabled' (Automated),D3-MFA,Access Control,Multi-factor Authentication,T1556
8.1,CIS 8.1 (BL) Ensure 'Require Device Encryption' is set to 'Enabled' (Automated),D3-FKA,Access Control,File Encryption,T1213
8.2,CIS 8.2 (BL) Ensure 'Allow Warning For Other Disk Encryption' is set to 'Disabled' (Automated),D3-FKA,Access Control,File Encryption,T1213
4.10.9.1.3,CIS 4.10.9.1.3 (BL) Ensure 'Prevent installation of devices using drivers that match these device setup classes: Prevent installation of devices using drivers for these device setup' is set to 'IEEE 1394 device setup classes' (Automated),D3-SCA,Harden,System Configuration,T1546
5.7,CIS 5.7 (L1) Ensure an Administrator Account Cannot Login to Another User's Active and Locked Session (Automated),D3-LAM,Access Control,Account Management,T1078
2.6.1.2,CIS 2.6.1.2 (L2) Ensure 'Show Location Icon in Control Center when System Services Request Your Location' Is Enabled (Automated),D3-DL Prevention,Isolate,Data Loss Prevention,T1565
2.2.1,CIS 2.2.1 (L1) Ensure Firewall Is Enabled (Automated),D3-NI,Isolate,Network Isolation,T1563
2.2.2,CIS 2.2.2 (L1) Ensure Firewall Stealth Mode Is Enabled (Automated),D3-NI,Isolate,Network Isolation,T1563
2.6.3.4,CIS 2.6.3.4 (L1) Ensure 'Share with app developers' Is Disabled (Automated),D3-SCA,Harden,System Configuration,T1546
